"variant","case_id","sample","warmup","total_load_us","file_json_us","file_open_us","json_chunk_us","strict_parse_us","validation_dom_us","schema_compile_us","schema_locate_us","schema_parse_us","schema_populate_us","validate_us","typed_us","resources_us","accessors_us","animations_us","buffers_us","buffer_views_us","cameras_us","images_us","materials_us","meshes_us","nodes_us","samplers_us","scenes_us","skins_us","textures_us","typed_other_us","serializer_dom_us","serializer_text_us","resource_write_us","cache_setup_us","input_bytes","json_bytes","resource_bytes","buffer_read_us","image_read_us","buffer_bytes","image_bytes","after_input_ws","after_input_private","after_input_peak","after_parse_ws","after_parse_private","after_parse_peak","after_validation_dom_ws","after_validation_dom_private","after_validation_dom_peak","after_schema_ws","after_schema_private","after_schema_peak","after_validation_ws","after_validation_private","after_validation_peak","after_typed_ws","after_typed_private","after_typed_peak","after_resources_ws","after_resources_private","after_resources_peak","after_serialization_ws","after_serialization_private","after_serialization_peak","schema_locator_calls","schema_documents_parsed","schema_bytes_parsed","parser_parent_scan_loops","parser_parent_scan_elements","schema_adapter_find_calls","schema_adapter_find_scans","schema_adapter_members","schema_adapter_constructions","schema_constraints","schema_traversals","validation_adapter_find_calls","validation_adapter_find_scans","validation_adapter_members","validation_adapter_constructions","validation_string_copies","validation_string_bytes","validation_index_builds","validation_index_members","validation_constraints","validation_traversals","validation_allof","validation_anyof","validation_oneof","validation_properties","validation_required","validation_items","validation_types","validation_unique_items","validation_unique_comparisons","validation_unique_scalar_values","typed_find_calls","typed_find_scans","status","pair","execution_order"
"sax-scalar-unique-fallback","Avocado-glb","0","false","24676.200000000001","731.60000000000002","679.70000000000005","51.899999999999999","214.80000000000001","0.20000000000000001","4536.3000000000002","2102.9000000000005","2047.3999999999999","4317.1999999999998","220.69999999999999","219.19999999999999","18728.300000000003","35.899999999999999","0.40000000000000002","32.899999999999999","28.600000000000001","1.8999999999999999","11","13.699999999999999","13.699999999999999","5.4000000000000004","0.5","4.2999999999999998","0.5","6.0999999999999996","13.899999999999999","0","0","0","0","8110040","1524","16193390","9540.6000000000004","9187.7000000000007","8108488","8084902","5353472","897024","5353472","5517312","901120","5517312","5517312","901120","5517312","6258688","1359872","6258688","6328320","1359872","6328320","6569984","1372160","6569984","22806528","17604608","22806528","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","15","2"
"sax-scalar-unique-fallback","Avocado-glb","0","false","24197.200000000001","688.10000000000002","642.70000000000005","45.399999999999999","179.5","0.10000000000000001","4506.6000000000004","2095.1999999999998","2045.7000000000005","4257","224.09999999999999","192.90000000000001","18382.800000000003","38.600000000000001","0.40000000000000002","8.3000000000000007","29.300000000000001","1.8999999999999999","11.300000000000001","13.699999999999999","12.9","4.7000000000000002","0.40000000000000002","4.2999999999999998","0.40000000000000002","5.7000000000000002","13.799999999999999","0","0","0","0","8110040","1524","16193390","9255.6000000000004","9127.2000000000007","8108488","8084902","5402624","901120","5402624","5545984","901120","5545984","5545984","901120","5545984","6332416","1376256","6332416","6402048","1376256","6402048","6631424","1388544","6631424","22872064","17625088","22872064","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","16","1"
"current","Avocado-glb","0","false","25141.5","750.70000000000005","700.70000000000005","50","229.80000000000001","0.20000000000000001","4676.1000000000004","2183.5000000000005","2128.5999999999995","4470.8999999999996","266.89999999999998","195.59999999999999","18995.700000000001","41.200000000000003","0.5","8.4000000000000004","27.100000000000001","2","11.300000000000001","13.4","13.1","4.9000000000000004","0.5","5.0999999999999996","0.69999999999999996","6","13.9","0","0","0","0","8110040","1524","16193390","9648.6000000000004","9347.1000000000004","8108488","8084902","5369856","892928","5369856","5566464","892928","5566464","5566464","892928","5566464","6291456","1363968","6291456","6361088","1363968","6361088","6590464","1380352","6590464","22818816","17616896","22818816","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","16","2"
"current","Avocado-glb","0","false","23965.799999999999","760","709.79999999999995","50.200000000000003","203.69999999999999","0.10000000000000001","4336.1999999999998","1993.1000000000001","1941.0000000000002","4132.3999999999996","255.69999999999999","191.19999999999999","18192.900000000001","42.399999999999999","0.40000000000000002","8.0999999999999996","26.100000000000001","1.8999999999999999","10.699999999999999","13","12.300000000000001","5.0999999999999996","0.5","4.5999999999999996","0.5","6","13.6","0","0","0","0","8110040","1524","16193390","9230.8999999999996","8962","8108488","8084902","5357568","901120","5357568","5537792","901120","5537792","5537792","901120","5537792","6258688","1355776","6258688","6332416","1355776","6332416","6565888","1376256","6565888","22810624","17612800","22810624","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","17","1"
"sax-scalar-unique-fallback","Avocado-glb","0","false","26437.599999999999","661.39999999999998","590","71.400000000000006","175.30000000000001","0.20000000000000001","4586.1999999999998","2073.9000000000001","2027.1999999999998","4373.8999999999996","205.69999999999999","223.80000000000001","20561.699999999997","40.299999999999997","0.40000000000000002","8.4000000000000004","29.899999999999999","2","10.6","12.699999999999999","12.4","4.7000000000000002","0.5","35.399999999999999","0.5","6.0999999999999996","13.899999999999999","0","0","0","0","8110040","1524","16193390","9528.7999999999993","11032.9","8108488","8084902","5394432","888832","5394432","5537792","888832","5537792","5537792","888832","5537792","6295552","1339392","6295552","6365184","1339392","6365184","6610944","1355776","6610944","22831104","17592320","22831104","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","17","2"
"sax-scalar-unique-fallback","Avocado-glb","0","false","24542.900000000001","696","648.39999999999998","47.600000000000001","187.59999999999999","0.10000000000000001","4454.6999999999998","2094.4000000000001","2039.3999999999996","4199.6000000000004","213","198.59999999999999","18769.599999999999","46.700000000000003","0.5","8.1999999999999993","19.699999999999999","1.8999999999999999","10.9","13.6","12.9","4.7999999999999998","0.5","4.2000000000000002","0.5","12","14.5","0","0","0","0","8110040","1524","16193390","9519.5","9250.1000000000004","8108488","8084902","5369856","905216","5369856","5525504","905216","5525504","5525504","905216","5525504","6307840","1380352","6307840","6377472","1380352","6377472","6619136","1409024","6619136","22855680","17645568","22855680","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","18","1"
"current","Avocado-glb","0","false","24066.099999999999","736.70000000000005","659.60000000000002","77.099999999999994","213.90000000000001","0.10000000000000001","4327","2004.5999999999999","1948.4000000000003","4122","235.19999999999999","212.09999999999999","18314.5","37.899999999999999","0.5","7.9000000000000004","23.800000000000001","2","36.5","13.9","12.699999999999999","4.7000000000000002","0.59999999999999998","4.2000000000000002","0.5","5.5999999999999996","13.9","0","0","0","0","8110040","1524","16193390","9315.2999999999993","8999.2000000000007","8108488","8084902","5386240","892928","5386240","5570560","892928","5570560","5570560","892928","5570560","6307840","1363968","6307840","6381568","1363968","6381568","6623232","1380352","6623232","22851584","17612800","22851584","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","18","2"
"current","Avocado-glb","0","false","24073.700000000001","668.40000000000009","622.20000000000005","46.200000000000003","205.69999999999999","0.10000000000000001","4415","2034.4000000000003","1986.5999999999999","4209.1000000000004","248","192.90000000000001","18316.799999999999","38.299999999999997","0.5","8.0999999999999996","27","2","10.6","13","12.9","4.9000000000000004","0.69999999999999996","4.2999999999999998","0.59999999999999998","5.9000000000000004","14","0","0","0","0","8110040","1524","16193390","9336","8980.7999999999993","8108488","8084902","5328896","888832","5328896","5513216","888832","5513216","5513216","888832","5513216","6238208","1359872","6238208","6307840","1359872","6307840","6537216","1372160","6537216","22790144","17608704","22790144","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","19","1"
"sax-scalar-unique-fallback","Avocado-glb","0","false","24096.5","711.60000000000002","654.10000000000002","57.5","189.30000000000001","0.10000000000000001","4317.3999999999996","2070.6999999999998","2010.1999999999996","4113.5","208.80000000000001","183.80000000000001","18464.5","38.200000000000003","0.40000000000000002","7.9000000000000004","25.399999999999999","1.8999999999999999","10.6","13.199999999999999","12.800000000000001","4.7000000000000002","0.5","4.5","0.5","5.7000000000000002","13.4","0","0","0","0","8110040","1524","16193390","9100.7000000000007","9363.7999999999993","8108488","8084902","5341184","888832","5341184","5488640","888832","5488640","5488640","888832","5488640","6258688","1359872","6258688","6328320","1359872","6328320","6557696","1376256","6557696","22810624","17612800","22810624","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","19","2"
"sax-scalar-unique-fallback","Avocado-glb","0","false","25820.5","1008","957","51","204.40000000000001","0.20000000000000001","4991.1999999999998","2363.9000000000001","2302.4000000000001","4680.5","314.39999999999998","294.80000000000001","18973.900000000001","63","0.69999999999999996","11","30.300000000000001","1.8999999999999999","11.1","17","18.699999999999999","7.5","0.59999999999999998","5.9000000000000004","0.59999999999999998","9.0999999999999996","42.800000000000004","0","0","0","0","8110040","1524","16193390","9671","9302.8999999999996","8108488","8084902","5345280","884736","5345280","5492736","888832","5492736","5492736","888832","5492736","6270976","1355776","6270976","6340608","1355776","6340608","6582272","1372160","6582272","22822912","17608704","22822912","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","20","1"
"current","Avocado-glb","0","false","24593.799999999999","833.30000000000007","779.60000000000002","53.700000000000003","207.80000000000001","0.29999999999999999","4315.6000000000004","2082.5999999999999","2030.5","4115.3999999999996","263.10000000000002","190.80000000000001","18756.400000000001","38.399999999999999","0.5","8.0999999999999996","25","2","10.699999999999999","12.5","12.5","5","0.59999999999999998","4.2000000000000002","0.5","6","14.299999999999999","0","0","0","0","8110040","1524","16193390","9386.7999999999993","9369.6000000000004","8108488","8084902","5349376","897024","5349376","5529600","897024","5529600","5529600","897024","5529600","6266880","1363968","6266880","6340608","1363968","6340608","6574080","1384448","6574080","22814720","17620992","22814720","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","20","2"
"current","SpecularTest-glb","0","false","8562.5","751","689.10000000000002","61.899999999999999","763.5","0.10000000000000001","4470.1000000000004","2116.2000000000003","2064.3000000000002","4283.8999999999996","1034","1100.7","424.5","69.200000000000003","0.40000000000000002","8","40","1.8","14.1","656.10000000000002","141.80000000000001","89.799999999999997","2.7999999999999998","4.7000000000000002","0.59999999999999998","8.5","14.699999999999999","0","0","0","0","223376","12084","242432","349","75.5","211264","31168","5341184","884736","5341184","5652480","962560","5652480","5652480","962560","5652480","6311936","1413120","6311936","6385664","1413120","6385664","7024640","1789952","7024640","7290880","2035712","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","1","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8149.3000000000002","738.79999999999995","681.29999999999995","57.5","737.79999999999995","0.10000000000000001","4325.3000000000002","2012.7999999999997","1964.4000000000001","4116.6000000000004","853.39999999999998","1120.8","353.29999999999995","70.900000000000006","0.59999999999999998","7.9000000000000004","49","1.8999999999999999","13.199999999999999","664.10000000000002","137.40000000000001","96.700000000000003","2.7999999999999998","5","0.59999999999999998","8.0999999999999996","14.699999999999999","0","0","0","0","223376","12084","242432","280.69999999999999","72.599999999999994","211264","31168","5402624","905216","5402624","5664768","987136","5664768","5664768","987136","5664768","6361088","1421312","6361088","6434816","1421312","6434816","7139328","1851392","7139328","7397376","2097152","7397376","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","1","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8519.2000000000007","1006.7","953","53.700000000000003","723.89999999999998","0.10000000000000001","4290.8999999999996","1995.3","1932.4000000000001","4084.3000000000002","881.29999999999995","1221.9000000000001","374.09999999999997","66.099999999999994","0.5","8.4000000000000004","63.100000000000001","1.8999999999999999","13.699999999999999","644.60000000000002","185.90000000000001","136.09999999999999","4.5999999999999996","9.8000000000000007","0.90000000000000002","13.800000000000001","16","0","0","0","0","223376","12084","242432","305.89999999999998","68.200000000000003","211264","31168","5345280","888832","5345280","5607424","966656","5607424","5607424","966656","5607424","6344704","1441792","6344704","6414336","1441792","6414336","7045120","1802240","7045120","7307264","2052096","7307264","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","2","1"
"current","SpecularTest-glb","0","false","8472.2999999999993","714.39999999999998","636.60000000000002","77.799999999999997","756.5","0.10000000000000001","4390.1999999999998","2076.3000000000002","2022.7000000000003","4169.1000000000004","1026.2","1189.0999999999999","373.19999999999999","77.700000000000003","0.5","8.5","35.600000000000001","1.8999999999999999","14","674.5","192.5","98.599999999999994","2.8999999999999999","5.5999999999999996","0.80000000000000004","8.8000000000000007","15.699999999999999","0","0","0","0","223376","12084","242432","284.69999999999999","88.5","211264","31168","5398528","909312","5398528","5689344","987136","5689344","5689344","987136","5689344","6361088","1429504","6361088","6430720","1429504","6430720","7069696","1806336","7069696","7315456","2052096","7315456","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","2","2"
"current","SpecularTest-glb","0","false","8298.1000000000004","714.60000000000002","650.20000000000005","64.400000000000006","811.60000000000002","0.10000000000000001","4298.3999999999996","1998.6999999999998","1950.5000000000007","4104.8000000000002","989.89999999999998","1111.7","352.29999999999995","65.299999999999997","0.40000000000000002","8.1999999999999993","41.5","1.8999999999999999","13.4","670.20000000000005","141.59999999999999","88.400000000000006","2.7000000000000002","4.7000000000000002","0.59999999999999998","7.7999999999999998","15.300000000000001","0","0","0","0","223376","12084","242432","273.89999999999998","78.400000000000006","211264","31168","5361664","892928","5361664","5677056","970752","5677056","5677056","970752","5677056","6328320","1413120","6328320","6397952","1413120","6397952","7053312","1798144","7053312","7319552","2043904","7319552","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","3","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8135.3000000000002","683.69999999999993","631.29999999999995","52.399999999999999","699.20000000000005","0.10000000000000001","4431.6000000000004","2065.6999999999998","2013.8","4191.8999999999996","878.29999999999995","1081.5999999999999","341.70000000000005","67.5","0.5","8.6999999999999993","50.799999999999997","1.8999999999999999","13.6","612.20000000000005","166.59999999999999","79","3.1000000000000001","4.7000000000000002","0.69999999999999996","8.0999999999999996","14.800000000000001","0","0","0","0","223376","12084","242432","273.10000000000002","68.599999999999994","211264","31168","5332992","888832","5332992","5586944","962560","5586944","5586944","962560","5586944","6311936","1409024","6311936","6385664","1409024","6385664","7016448","1777664","7016448","7278592","2023424","7278592","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","3","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","13295","901.70000000000005","817.70000000000005","84","1228.7","0.40000000000000002","7120","3355.1000000000004","3270.8999999999996","6779.5","1608.3","1870.0999999999999","528.79999999999995","111.40000000000001","0.59999999999999998","12.300000000000001","80.700000000000003","2.7000000000000002","22.600000000000001","1081.7","256.60000000000002","176.40000000000001","4.7000000000000002","11","0.80000000000000004","13.300000000000001","21","0","0","0","0","223376","12084","242432","429.19999999999999","99.599999999999994","211264","31168","5373952","892928","5373952","5652480","970752","5652480","5652480","970752","5652480","6348800","1409024","6348800","6418432","1409024","6418432","7069696","1798144","7069696","7327744","2043904","7327744","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","4","1"
"current","SpecularTest-glb","0","false","13415.6","983.19999999999993","908.89999999999998","74.299999999999997","1261.9000000000001","0.29999999999999999","7046.1999999999998","3484.4000000000005","3397.5999999999995","6684.8999999999996","1717.3","1864.2","505.70000000000005","117","0.59999999999999998","11.199999999999999","59","2.5","20.899999999999999","1150.3","236","146.59999999999999","5.0999999999999996","8","0.80000000000000004","13.6","22.100000000000001","0","0","0","0","223376","12084","242432","371.60000000000002","134.09999999999999","211264","31168","5365760","847872","5365760","5664768","929792","5664768","5664768","929792","5664768","6356992","1396736","6356992","6434816","1404928","6434816","7045120","1740800","7045120","7303168","1986560","7303168","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","4","2"
"current","SpecularTest-glb","0","false","13326.4","955.10000000000002","873.5","81.599999999999994","1171.9000000000001","0.10000000000000001","7092.1999999999998","3375.5","3282","6779","1732.5","1853.4000000000001","485.10000000000002","119.59999999999999","0.59999999999999998","11.1","61.200000000000003","2.5","20.399999999999999","1080.4000000000001","263.19999999999999","150","25.399999999999999","8.9000000000000004","0.80000000000000004","14.6","22","0","0","0","0","223376","12084","242432","390","95.099999999999994","211264","31168","5378048","897024","5378048","5693440","974848","5693440","5693440","974848","5693440","6377472","1449984","6377472","6447104","1449984","6447104","7045120","1785856","7045120","7303168","2031616","7303168","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","5","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8712.1000000000004","680.89999999999998","625.60000000000002","55.299999999999997","709.39999999999998","0.10000000000000001","4957.5","2321.5999999999995","2247.9000000000001","4748","906.5","1086.7","350.80000000000001","67.200000000000003","0.5","8.4000000000000004","39.5","1.8999999999999999","13.699999999999999","636.39999999999998","145.30000000000001","86.200000000000003","2.8999999999999999","4.7999999999999998","0.5","7.9000000000000004","14.9","0","0","0","0","223376","12084","242432","283","67.799999999999997","211264","31168","5353472","888832","5353472","5607424","966656","5607424","5607424","966656","5607424","6340608","1437696","6340608","6414336","1437696","6414336","7028736","1785856","7028736","7290880","2031616","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","5","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8233.6000000000004","715","659.89999999999998","55.100000000000001","730.39999999999998","0.10000000000000001","4322.8000000000002","2009.4000000000003","1953.0999999999999","4119.1000000000004","953.70000000000005","1094.3","394.30000000000001","73","0.40000000000000002","8.0999999999999996","70","1.8999999999999999","13.699999999999999","616.10000000000002","139.69999999999999","92.700000000000003","2.8999999999999999","4.7000000000000002","0.5","7.7999999999999998","15.4","0","0","0","0","223376","12084","242432","312.30000000000001","82","211264","31168","5369856","892928","5369856","5648384","970752","5648384","5648384","970752","5648384","6348800","1413120","6348800","6418432","1413120","6418432","7086080","1818624","7086080","7335936","2068480","7335936","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","6","1"
"current","SpecularTest-glb","0","false","8178.8000000000002","696.80000000000007","643.10000000000002","53.700000000000003","753.89999999999998","0.10000000000000001","4365.3000000000002","2074.8000000000002","2011.1999999999998","4145.8999999999996","969.89999999999998","1048.3","327.89999999999998","63.5","0.5","8","39.299999999999997","1.8999999999999999","12.800000000000001","616.70000000000005","138.80000000000001","87.700000000000003","2.7000000000000002","4.9000000000000004","0.5","8.0999999999999996","15.699999999999999","0","0","0","0","223376","12084","242432","260.19999999999999","67.700000000000003","211264","31168","5332992","892928","5332992","5623808","970752","5623808","5623808","970752","5623808","6336512","1441792","6336512","6422528","1454080","6422528","7024640","1798144","7024640","7290880","2043904","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","6","2"
"current","SpecularTest-glb","0","false","8073.5","663.39999999999998","610","53.399999999999999","790.60000000000002","0.10000000000000001","4251.8999999999996","1960.8999999999996","1913.2","4059.4000000000001","935.29999999999995","1077.8","337.19999999999999","67","0.5","8.0999999999999996","34.299999999999997","1.8999999999999999","13.1","628.79999999999995","140.19999999999999","86.299999999999997","2.7000000000000002","4.2999999999999998","0.59999999999999998","24.300000000000001","14.1","0","0","0","0","223376","12084","242432","271.39999999999998","65.799999999999997","211264","31168","5402624","888832","5402624","5718016","966656","5718016","5718016","966656","5718016","6377472","1417216","6377472","6447104","1417216","6447104","7090176","1798144","7090176","7348224","2043904","7348224","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","7","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8293.7999999999993","826.30000000000007","769.60000000000002","56.700000000000003","711.5","0","4317.6000000000004","2035.6999999999998","1989.9999999999998","4072.6999999999998","937.29999999999995","1110.2","371.89999999999998","62.299999999999997","0.59999999999999998","7.7000000000000002","46.399999999999999","1.8","12.5","681.29999999999995","140.09999999999999","81.599999999999994","3.1000000000000001","5","0.90000000000000002","8","13.6","0","0","0","0","223376","12084","242432","304.80000000000001","67.099999999999994","211264","31168","5369856","884736","5369856","5627904","962560","5627904","5627904","962560","5627904","6332416","1396736","6332416","6406144","1396736","6406144","7041024","1773568","7041024","7294976","2023424","7294976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","7","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8243.7000000000007","687.29999999999995","633.39999999999998","53.899999999999999","716.79999999999995","0","4330.6000000000004","2071","2023.3000000000006","4118.3999999999996","810.89999999999998","1301.2","378.30000000000001","66.400000000000006","0.40000000000000002","7.7999999999999998","57.700000000000003","1.8999999999999999","13.6","842.89999999999998","144.40000000000001","88.400000000000006","2.7999999999999998","4.9000000000000004","0.5","8.0999999999999996","14.4","0","0","0","0","223376","12084","242432","308.5","69.799999999999997","211264","31168","5361664","888832","5361664","5627904","966656","5627904","5627904","966656","5627904","6336512","1417216","6336512","6406144","1417216","6406144","7053312","1794048","7053312","7311360","2039808","7311360","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","8","1"
"current","SpecularTest-glb","0","false","8150.1999999999998","679.5","621.70000000000005","57.799999999999997","753.10000000000002","0","4200.6999999999998","1976.1000000000004","1924.1999999999991","4021.9000000000001","940.60000000000002","1212","346.80000000000001","84.900000000000006","0.59999999999999998","11","77.099999999999994","3.2000000000000002","20.300000000000001","689.39999999999998","150.90000000000001","94.799999999999997","3","4.7999999999999998","0.5","8.4000000000000004","14.9","0","0","0","0","223376","12084","242432","277","69.799999999999997","211264","31168","5361664","897024","5361664","5685248","974848","5685248","5685248","974848","5685248","6348800","1441792","6348800","6430720","1449984","6430720","7028736","1785856","7028736","7294976","2035712","7294976","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","8","2"
"current","SpecularTest-glb","0","false","8080.6999999999998","693.69999999999993","636.79999999999995","56.899999999999999","785.70000000000005","0","4226","2016.0999999999999","1960.5","4022.5","961.89999999999998","1057.9000000000001","336.40000000000003","64.099999999999994","0.5","8","38.5","1.8999999999999999","13.1","628","142.40000000000001","81.799999999999997","2.7000000000000002","5.0999999999999996","1","8.3000000000000007","14.5","0","0","0","0","223376","12084","242432","263.10000000000002","73.299999999999997","211264","31168","5369856","892928","5369856","5677056","970752","5677056","5677056","970752","5677056","6348800","1441792","6348800","6418432","1441792","6418432","7036928","1806336","7036928","7303168","2052096","7303168","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","9","1"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","9155.2000000000007","764.39999999999998","709","55.399999999999999","797.70000000000005","0.20000000000000001","4624.1999999999998","2166.5999999999999","2114.7999999999997","4349.5","1078.7","1431.9000000000001","364.19999999999999","74.099999999999994","0.5","8.0999999999999996","47.399999999999999","2.1000000000000001","13.5","938.89999999999998","157.19999999999999","82.900000000000006","3","5","0.59999999999999998","8.3000000000000007","15.6","0","0","0","0","223376","12084","242432","276.89999999999998","87.299999999999997","211264","31168","5349376","892928","5349376","5623808","970752","5623808","5623808","970752","5623808","6340608","1433600","6340608","6410240","1433600","6410240","7032832","1781760","7032832","7290880","2031616","7290880","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","9","2"
"sax-scalar-unique-fallback","SpecularTest-glb","0","false","8093.3000000000002","734.30000000000007","677.60000000000002","56.700000000000003","694.39999999999998","0.20000000000000001","4358.8000000000002","2052","1999.1000000000001","4117.3000000000002","897","1036.7","336.80000000000001","72.299999999999997","0.5","7.7999999999999998","35","1.7","12.800000000000001","600.5","132.80000000000001","97.400000000000006","2.5","4.2000000000000002","0.59999999999999998","7.2000000000000002","14.9","0","0","0","0","223376","12084","242432","267.10000000000002","69.700000000000003","211264","31168","5369856","892928","5369856","5619712","970752","5619712","5619712","970752","5619712","6336512","1404928","6336512","6410240","1404928","6410240","7106560","1835008","7106560","7360512","2080768","7360512","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","10","1"
"current","SpecularTest-glb","0","false","8531.3999999999996","701","644.60000000000002","56.399999999999999","790.20000000000005","0.10000000000000001","4313","2023.5000000000002","1974.9999999999998","4119.8999999999996","974.20000000000005","1142.4000000000001","581.10000000000002","66.099999999999994","0.5","8.4000000000000004","40.200000000000003","1.8999999999999999","12.9","630.60000000000002","144.40000000000001","138","4.2999999999999998","9.4000000000000004","0.90000000000000002","13.699999999999999","16.199999999999999","0","0","0","0","223376","12084","242432","478.30000000000001","102.8","211264","31168","5337088","884736","5337088","5656576","962560","5656576","5656576","962560","5656576","6336512","1441792","6336512","6406144","1441792","6406144","7020544","1794048","7020544","7282688","2039808","7282688","0","0","0","33","33","71456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ok","10","2"
