group,case_id,variant,metric,samples,mean_us,median_us,p95_us,minimum_us,maximum_us
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,cameras_us,5,0.54,0.5,0.6,0.5,0.6
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,images_us,5,66.44,66.1,70.0,62.4,70.0
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,materials_us,5,274.78000000000003,271.1,298.3,249.8,298.3
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,meshes_us,5,97.74,94.5,114.1,92.1,114.1
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,nodes_us,5,197.52,197.3,219.2,178.5,219.2
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,samplers_us,5,2.98,2.9,3.3,2.8,3.3
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,scenes_us,5,6.34,6.4,6.5,6.0,6.5
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,skins_us,5,0.64,0.6,0.9,0.5,0.9
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,textures_us,5,68.48,63.6,83.5,63.3,83.5
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,typed_other_us,5,6.94,6.6,8.100000000000001,6.1,8.100000000000001
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,serializer_dom_us,5,1202.82,1217.7,1220.8,1170.0,1220.8
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,serializer_text_us,5,327.96,338.8,347.5,305.7,347.5
serialization,ABeautifulGame-glb,sax-scalar-unique-fallback,resource_write_us,5,268954.16000000003,260380.5,294355.7,254222.4,294355.7
serialization,Avocado-glb,sax-scalar-unique-fallback,total_load_us,5,26073.16,25123.9,31980.4,23567.5,31980.4
serialization,Avocado-glb,sax-scalar-unique-fallback,file_open_us,5,336.46000000000004,306.6,486.3,267.8,486.3
serialization,Avocado-glb,sax-scalar-unique-fallback,json_chunk_us,5,58.82,39.6,123.5,36.2,123.5
serialization,Avocado-glb,sax-scalar-unique-fallback,strict_parse_us,5,145.74,134.3,196.2,131.4,196.2
serialization,Avocado-glb,sax-scalar-unique-fallback,validation_dom_us,5,0.12000000000000001,0.1,0.2,0.1,0.2
serialization,Avocado-glb,sax-scalar-unique-fallback,schema_compile_us,5,4386.24,4158.8,5157.5,4147.3,5157.5
serialization,Avocado-glb,sax-scalar-unique-fallback,schema_locate_us,5,2106.6,2006.8999999999999,2472.4,1999.6999999999998,2472.4
serialization,Avocado-glb,sax-scalar-unique-fallback,schema_parse_us,5,2051.2599999999998,1957.9999999999998,2404.3999999999996,1943.3,2404.3999999999996
serialization,Avocado-glb,sax-scalar-unique-fallback,schema_populate_us,5,4186.9,3957.6,4966.7,3948.7,4966.7
serialization,Avocado-glb,sax-scalar-unique-fallback,validate_us,5,205.24,186.7,284.0,179.1,284.0
serialization,Avocado-glb,sax-scalar-unique-fallback,typed_us,5,120.86,114.8,142.6,102.7,142.6
serialization,Avocado-glb,sax-scalar-unique-fallback,buffer_read_us,5,10549.7,9700.9,14264.1,9323.0,14264.1
serialization,Avocado-glb,sax-scalar-unique-fallback,image_read_us,5,10253.84,10266.2,12144.3,9057.4,12144.3
serialization,Avocado-glb,sax-scalar-unique-fallback,accessors_us,5,25.12,23.2,34.2,20.8,34.2
serialization,Avocado-glb,sax-scalar-unique-fallback,animations_us,5,0.46,0.5,0.5,0.4,0.5
serialization,Avocado-glb,sax-scalar-unique-fallback,buffers_us,5,2.66,2.5,3.0,2.5,3.0
serialization,Avocado-glb,sax-scalar-unique-fallback,buffer_views_us,5,19.14,18.8,21.8,18.0,21.8
serialization,Avocado-glb,sax-scalar-unique-fallback,cameras_us,5,0.46,0.5,0.5,0.4,0.5
serialization,Avocado-glb,sax-scalar-unique-fallback,images_us,5,6.6,6.7,7.0,6.0,7.0
serialization,Avocado-glb,sax-scalar-unique-fallback,materials_us,5,8.88,8.9,9.1,8.6,9.1
serialization,Avocado-glb,sax-scalar-unique-fallback,meshes_us,5,7.18,7.1,7.7,6.9,7.7
serialization,Avocado-glb,sax-scalar-unique-fallback,nodes_us,5,6.3,5.0,12.1,4.7,12.1
serialization,Avocado-glb,sax-scalar-unique-fallback,samplers_us,5,0.7,0.7,0.9,0.5,0.9
serialization,Avocado-glb,sax-scalar-unique-fallback,scenes_us,5,2.7600000000000002,2.7,2.9,2.7,2.9
serialization,Avocado-glb,sax-scalar-unique-fallback,skins_us,5,0.48,0.5,0.6,0.4,0.6
serialization,Avocado-glb,sax-scalar-unique-fallback,textures_us,5,5.8,5.8,6.1,5.6,6.1
serialization,Avocado-glb,sax-scalar-unique-fallback,typed_other_us,5,5.68,5.3,7.199999999999999,5.0,7.199999999999999
serialization,Avocado-glb,sax-scalar-unique-fallback,serializer_dom_us,5,124.64,125.0,136.3,115.9,136.3
serialization,Avocado-glb,sax-scalar-unique-fallback,serializer_text_us,5,38.2,33.3,58.7,30.0,58.7
serialization,Avocado-glb,sax-scalar-unique-fallback,resource_write_us,5,50616.5,49653.6,54703.7,48391.5,54703.7
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,total_load_us,5,2293506.7800000003,2266871.9,2567921.7,2039410.8,2567921.7
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,file_open_us,5,359.76,332.4,434.5,314.9,434.5
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,json_chunk_us,5,15593.52,14957.5,17828.8,14540.3,17828.8
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,strict_parse_us,5,591684.24,578874.9,709682.2,491332.1,709682.2
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,validation_dom_us,5,0.4,0.4,0.6,0.3,0.6
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_compile_us,5,4020.54,3988.2,4273.0,3891.0,4273.0
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_locate_us,5,1876.0399999999997,1873.3999999999994,1951.5999999999997,1813.2,1951.5999999999997
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_parse_us,5,1812.6399999999999,1806.3,1882.9999999999998,1769.6,1882.9999999999998
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,schema_populate_us,5,3819.2799999999997,3787.4,4077.2,3697.7,4077.2
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,validate_us,5,954161.9,897352.0,1173186.7,812487.6,1173186.7
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,typed_us,5,694700.22,701713.6,768978.6,632885.7,768978.6
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffer_read_us,5,31369.48,31086.3,33677.3,29936.6,33677.3
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,image_read_us,5,1587.18,1512.2,1919.4,1484.5,1919.4
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,accessors_us,5,187731.82,180987.0,211993.3,168384.8,211993.3
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,animations_us,5,1.24,1.2,1.6,1.1,1.6
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffers_us,5,4.94,4.4,6.4,4.0,6.4
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,buffer_views_us,5,129473.54,132444.3,134471.5,121205.2,134471.5
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,cameras_us,5,11.22,11.3,12.0,10.5,12.0
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,images_us,5,315.84,318.8,337.9,282.4,337.9
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,materials_us,5,199602.56,188389.4,234189.7,180378.5,234189.7
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,meshes_us,5,88361.0,89171.0,94474.2,81358.2,94474.2
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,nodes_us,5,60167.74,51979.5,82265.2,49077.9,82265.2
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,samplers_us,5,5.56,5.4,7.1,4.7,7.1
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,scenes_us,5,1129.84,1063.5,1403.1,1045.8,1403.1
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,skins_us,5,1.02,1.1,1.4,0.7,1.4
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,textures_us,5,27828.68,26524.1,34754.2,24125.6,34754.2
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,typed_other_us,5,24.96,24.6,26.5,23.299999999999997,26.5
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,serializer_dom_us,5,610590.9400000001,628318.7,689391.4,519459.9,689391.4
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,serializer_text_us,5,155570.94,148897.5,181167.9,144600.4,181167.9
serialization,NodePerformanceTest-glb,sax-scalar-unique-fallback,resource_write_us,5,185481.04,174048.7,219676.1,158077.5,219676.1
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,total_load_us,15,1950002.18,1938723.1,2023465.8,1896884.0,2023465.8
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,file_open_us,15,350.03333333333336,348.5,421.3,313.5,421.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,json_chunk_us,15,14779.433333333334,14607.6,16537.4,14255.0,16537.4
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,strict_parse_us,15,497158.4533333333,495709.3,515786.2,481550.3,515786.2
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,validation_dom_us,15,0.43333333333333335,0.4,0.7,0.3,0.7
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,schema_compile_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,schema_locate_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,schema_parse_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,schema_populate_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,validate_us,15,794645.4333333333,789802.3,859173.3,772283.6,859173.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,typed_us,15,611467.04,609430.4,660865.3,580253.1,660865.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,buffer_read_us,15,30008.206666666665,29611.8,33538.6,28800.0,33538.6
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,image_read_us,15,1566.3866666666668,1525.6,2066.8,1453.1,2066.8
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,accessors_us,15,166169.52,163012.9,194139.6,154076.1,194139.6
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,animations_us,15,1.28,1.3,1.5,1.1,1.5
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,buffers_us,15,7.093333333333334,6.3,21.5,5.0,21.5
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,buffer_views_us,15,120662.87333333334,118829.8,130793.3,114611.5,130793.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,cameras_us,15,11.853333333333333,10.8,24.1,10.0,24.1
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,images_us,15,296.6066666666667,277.2,475.8,240.0,475.8
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,materials_us,15,163123.09333333332,160150.0,201716.2,153530.9,201716.2
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,meshes_us,15,85727.61333333333,81815.0,126269.1,78467.6,126269.1
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,nodes_us,15,49603.00666666667,48875.4,55844.4,46485.8,55844.4
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,samplers_us,15,4.806666666666667,4.8,5.3,4.4,5.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,scenes_us,15,1057.9533333333334,1052.6,1210.8,964.8,1210.8
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,skins_us,15,0.8866666666666667,0.9,1.3,0.6,1.3
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,textures_us,15,24735.38,24495.8,28643.1,22816.0,28643.1
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,typed_other_us,15,27.02,25.799999999999997,34.6,24.7,34.6
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,serializer_dom_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,serializer_text_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,cached-sax-scalar-unique-fallback,resource_write_us,15,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,current,total_load_us,7,17946729.671428572,17780771.3,19039248.3,17522805.0,19039248.3
variants,NodePerformanceTest-glb,current,file_open_us,7,338.9,349.5,375.5,298.0,375.5
variants,NodePerformanceTest-glb,current,json_chunk_us,7,15215.414285714285,14926.7,17042.8,14290.0,17042.8
variants,NodePerformanceTest-glb,current,strict_parse_us,7,13323950.028571429,13174007.7,14243256.9,12915137.9,14243256.9
variants,NodePerformanceTest-glb,current,validation_dom_us,7,0.38571428571428573,0.3,0.6,0.3,0.6
variants,NodePerformanceTest-glb,current,schema_compile_us,7,4296.114285714286,4207.5,5062.2,3859.7,5062.2
variants,NodePerformanceTest-glb,current,schema_locate_us,7,2033.1285714285714,1966.0,2434.4999999999995,1829.1999999999998,2434.4999999999995
variants,NodePerformanceTest-glb,current,schema_parse_us,7,1971.2285714285715,1892.4,2354.8,1782.6000000000004,2354.8
variants,NodePerformanceTest-glb,current,schema_populate_us,7,4096.5,4021.0,4806.9,3674.3,4806.9
variants,NodePerformanceTest-glb,current,validate_us,7,3886263.5428571426,3881237.3,4048779.6,3794905.6,4048779.6
variants,NodePerformanceTest-glb,current,typed_us,7,681894.6428571428,696229.9,741131.6,613566.3,741131.6
variants,NodePerformanceTest-glb,current,buffer_read_us,7,32839.328571428574,31504.9,41297.0,29781.9,41297.0
variants,NodePerformanceTest-glb,current,image_read_us,7,1902.8428571428572,1616.8,3182.4,1472.1,3182.4
variants,NodePerformanceTest-glb,current,accessors_us,7,179384.35714285716,175521.7,199887.8,165349.7,199887.8
variants,NodePerformanceTest-glb,current,animations_us,7,1.3428571428571427,1.2,2.0,1.1,2.0
variants,NodePerformanceTest-glb,current,buffers_us,7,4.8999999999999995,4.7,6.6,4.1,6.6
variants,NodePerformanceTest-glb,current,buffer_views_us,7,127440.17142857143,125183.8,139867.1,122361.3,139867.1
variants,NodePerformanceTest-glb,current,cameras_us,7,11.014285714285714,10.7,11.8,10.4,11.8
variants,NodePerformanceTest-glb,current,images_us,7,278.65714285714284,276.7,309.8,248.2,309.8
variants,NodePerformanceTest-glb,current,materials_us,7,178580.38571428572,179286.5,196010.9,158924.9,196010.9
variants,NodePerformanceTest-glb,current,meshes_us,7,90197.95714285714,90545.0,101247.9,80022.2,101247.9
variants,NodePerformanceTest-glb,current,nodes_us,7,71557.28571428571,61744.8,120367.1,48052.2,120367.1
variants,NodePerformanceTest-glb,current,samplers_us,7,6.0,5.8,7.3,4.8,7.3
variants,NodePerformanceTest-glb,current,scenes_us,7,1393.1285714285714,1276.2,2085.0,1012.9,2085.0
variants,NodePerformanceTest-glb,current,skins_us,7,1.6142857142857143,1.4,2.7,0.8,2.7
variants,NodePerformanceTest-glb,current,textures_us,7,32969.57142857143,27584.6,52315.0,23324.1,52315.0
variants,NodePerformanceTest-glb,current,typed_other_us,7,27.8,26.7,32.9,24.5,32.9
variants,NodePerformanceTest-glb,current,serializer_dom_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,current,serializer_text_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,current,resource_write_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,ordered-fallback,total_load_us,5,18518648.8,17744911.9,20581064.3,17214990.3,20581064.3
variants,NodePerformanceTest-glb,ordered-fallback,file_open_us,5,4029.04,351.8,10811.8,339.9,10811.8
variants,NodePerformanceTest-glb,ordered-fallback,json_chunk_us,5,15110.08,14770.1,16968.0,14329.7,16968.0
variants,NodePerformanceTest-glb,ordered-fallback,strict_parse_us,5,13818549.82,13042330.3,15853199.1,12799202.2,15853199.1
variants,NodePerformanceTest-glb,ordered-fallback,validation_dom_us,5,0.3,0.3,0.4,0.2,0.4
variants,NodePerformanceTest-glb,ordered-fallback,schema_compile_us,5,5102.62,4294.2,8001.7,3921.1,8001.7
variants,NodePerformanceTest-glb,ordered-fallback,schema_locate_us,5,2460.58,2075.3,3988.600000000001,1826.7999999999993,3988.600000000001
variants,NodePerformanceTest-glb,ordered-fallback,schema_parse_us,5,2281.2200000000003,2019.1000000000001,3322.7000000000007,1774.7,3322.7000000000007
variants,NodePerformanceTest-glb,ordered-fallback,schema_populate_us,5,4831.76,3981.9,7526.7,3730.8,7526.7
variants,NodePerformanceTest-glb,ordered-fallback,validate_us,5,3981435.06,3978310.2,4438457.4,3618246.4,4438457.4
variants,NodePerformanceTest-glb,ordered-fallback,typed_us,5,661665.7,662517.4,700779.7,614990.0,700779.7
variants,NodePerformanceTest-glb,ordered-fallback,buffer_read_us,5,31023.32,30582.9,34845.0,28954.1,34845.0
variants,NodePerformanceTest-glb,ordered-fallback,image_read_us,5,1702.42,1742.4,1851.2,1512.7,1851.2
variants,NodePerformanceTest-glb,ordered-fallback,accessors_us,5,172579.78,172322.4,181443.1,162314.3,181443.1
variants,NodePerformanceTest-glb,ordered-fallback,animations_us,5,1.1400000000000001,1.1,1.2,1.1,1.2
variants,NodePerformanceTest-glb,ordered-fallback,buffers_us,5,5.22,5.1,5.9,4.9,5.9
variants,NodePerformanceTest-glb,ordered-fallback,buffer_views_us,5,133285.54,123096.9,160747.1,118772.8,160747.1
variants,NodePerformanceTest-glb,ordered-fallback,cameras_us,5,10.8,10.9,11.4,9.9,11.4
variants,NodePerformanceTest-glb,ordered-fallback,images_us,5,283.04,280.1,320.2,260.4,320.2
variants,NodePerformanceTest-glb,ordered-fallback,materials_us,5,175751.74,173790.6,181464.3,169332.5,181464.3
variants,NodePerformanceTest-glb,ordered-fallback,meshes_us,5,90843.14,87581.8,105525.5,85547.3,105525.5
variants,NodePerformanceTest-glb,ordered-fallback,nodes_us,5,59055.62,52151.2,89766.2,48528.6,89766.2
variants,NodePerformanceTest-glb,ordered-fallback,samplers_us,5,5.62,5.5,6.9,4.9,6.9
variants,NodePerformanceTest-glb,ordered-fallback,scenes_us,5,1355.06,1076.6,2534.4,998.5,2534.4
variants,NodePerformanceTest-glb,ordered-fallback,skins_us,5,1.04,0.8,2.0,0.7,2.0
variants,NodePerformanceTest-glb,ordered-fallback,textures_us,5,28423.06,27240.9,35563.0,24796.8,35563.0
variants,NodePerformanceTest-glb,ordered-fallback,typed_other_us,5,26.24,25.6,28.7,25.2,28.7
variants,NodePerformanceTest-glb,ordered-fallback,serializer_dom_us,5,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,ordered-fallback,serializer_text_us,5,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,ordered-fallback,resource_write_us,5,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,total_load_us,10,5827805.75,5658450.35,7337676.7,5248144.3,7337676.7
variants,NodePerformanceTest-glb,plain-ordered-fallback,file_open_us,10,399.23,382.35,668.0,250.5,668.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,json_chunk_us,10,16904.12,15104.150000000001,29430.9,14367.2,29430.9
variants,NodePerformanceTest-glb,plain-ordered-fallback,strict_parse_us,10,516360.33999999997,481135.35,916204.2,426180.2,916204.2
variants,NodePerformanceTest-glb,plain-ordered-fallback,validation_dom_us,10,0.27,0.25,0.4,0.1,0.4
variants,NodePerformanceTest-glb,plain-ordered-fallback,schema_compile_us,10,5015.150000000001,4573.9,8236.2,3872.9,8236.2
variants,NodePerformanceTest-glb,plain-ordered-fallback,schema_locate_us,10,2329.82,2221.25,3352.9999999999995,1822.4000000000003,3352.9999999999995
variants,NodePerformanceTest-glb,plain-ordered-fallback,schema_parse_us,10,2255.94,2148.6499999999996,3229.100000000001,1775.7000000000005,3229.100000000001
variants,NodePerformanceTest-glb,plain-ordered-fallback,schema_populate_us,10,4797.24,4377.95,7918.5,3677.2,7918.5
variants,NodePerformanceTest-glb,plain-ordered-fallback,validate_us,10,4432243.87,4314165.1,5589446.3,3857404.2,5589446.3
variants,NodePerformanceTest-glb,plain-ordered-fallback,typed_us,10,814471.75,791703.8500000001,1207445.1,655918.6,1207445.1
variants,NodePerformanceTest-glb,plain-ordered-fallback,buffer_read_us,10,40274.1,31862.85,83327.6,29510.8,83327.6
variants,NodePerformanceTest-glb,plain-ordered-fallback,image_read_us,10,2105.98,1565.4499999999998,4361.8,1481.4,4361.8
variants,NodePerformanceTest-glb,plain-ordered-fallback,accessors_us,10,225527.43,213338.75,375286.1,167784.1,375286.1
variants,NodePerformanceTest-glb,plain-ordered-fallback,animations_us,10,1.32,1.25,1.7,1.1,1.7
variants,NodePerformanceTest-glb,plain-ordered-fallback,buffers_us,10,6.36,6.25,9.4,5.1,9.4
variants,NodePerformanceTest-glb,plain-ordered-fallback,buffer_views_us,10,160256.76,158125.9,204871.2,126597.2,204871.2
variants,NodePerformanceTest-glb,plain-ordered-fallback,cameras_us,10,11.73,11.3,15.0,9.7,15.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,images_us,10,419.99,312.35,1256.6,260.7,1256.6
variants,NodePerformanceTest-glb,plain-ordered-fallback,materials_us,10,207116.13,213285.25,250709.7,164002.4,250709.7
variants,NodePerformanceTest-glb,plain-ordered-fallback,meshes_us,10,113227.93000000001,100053.05,214650.6,82174.2,214650.6
variants,NodePerformanceTest-glb,plain-ordered-fallback,nodes_us,10,68112.14,63663.7,112757.0,48468.7,112757.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,samplers_us,10,6.11,5.5,7.7,5.1,7.7
variants,NodePerformanceTest-glb,plain-ordered-fallback,scenes_us,10,1461.02,1131.4,2296.1,1042.9,2296.1
variants,NodePerformanceTest-glb,plain-ordered-fallback,skins_us,10,1.47,1.1,3.0,0.7,3.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,textures_us,10,38251.44,28268.6,78901.6,23871.7,78901.6
variants,NodePerformanceTest-glb,plain-ordered-fallback,typed_other_us,10,33.58,27.85,84.4,25.200000000000003,84.4
variants,NodePerformanceTest-glb,plain-ordered-fallback,serializer_dom_us,10,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,serializer_text_us,10,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,plain-ordered-fallback,resource_write_us,10,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,sax-default-fallback,total_load_us,7,4854195.628571428,4845003.4,4900163.8,4831752.1,4900163.8
variants,NodePerformanceTest-glb,sax-default-fallback,file_open_us,7,340.4428571428571,338.4,369.2,320.1,369.2
variants,NodePerformanceTest-glb,sax-default-fallback,json_chunk_us,7,14471.057142857142,14370.9,14924.8,13972.1,14924.8
variants,NodePerformanceTest-glb,sax-default-fallback,strict_parse_us,7,495801.8,493920.6,514203.4,485778.6,514203.4
variants,NodePerformanceTest-glb,sax-default-fallback,validation_dom_us,7,274063.52857142856,272272.6,286198.0,265109.9,286198.0
variants,NodePerformanceTest-glb,sax-default-fallback,schema_compile_us,7,3285.4285714285716,3258.2,3468.3,3139.8,3468.3
variants,NodePerformanceTest-glb,sax-default-fallback,schema_locate_us,7,952.5714285714286,939.6999999999999,1066.4999999999998,866.7999999999998,1066.4999999999998
variants,NodePerformanceTest-glb,sax-default-fallback,schema_parse_us,7,896.8285714285714,881.6,1017.5,796.6,1017.5
variants,NodePerformanceTest-glb,sax-default-fallback,schema_populate_us,7,3195.057142857143,3181.6,3390.1,3012.2,3390.1
variants,NodePerformanceTest-glb,sax-default-fallback,validate_us,7,3429403.657142857,3421602.7,3464121.3,3398763.5,3464121.3
variants,NodePerformanceTest-glb,sax-default-fallback,typed_us,7,605358.0428571429,602370.6,624506.4,594339.0,624506.4
variants,NodePerformanceTest-glb,sax-default-fallback,buffer_read_us,7,29862.82857142857,29624.0,31122.8,29253.8,31122.8
variants,NodePerformanceTest-glb,sax-default-fallback,image_read_us,7,1579.1285714285714,1528.7,1814.5,1476.4,1814.5
variants,NodePerformanceTest-glb,sax-default-fallback,accessors_us,7,164351.94285714286,164075.2,167892.4,160804.4,167892.4
variants,NodePerformanceTest-glb,sax-default-fallback,animations_us,7,1.3571428571428572,1.4,1.7,1.1,1.7
variants,NodePerformanceTest-glb,sax-default-fallback,buffers_us,7,7.6,6.0,18.6,4.8,18.6
variants,NodePerformanceTest-glb,sax-default-fallback,buffer_views_us,7,122520.17142857143,119892.5,137942.4,113967.2,137942.4
variants,NodePerformanceTest-glb,sax-default-fallback,cameras_us,7,11.442857142857143,10.8,15.7,10.2,15.7
variants,NodePerformanceTest-glb,sax-default-fallback,images_us,7,316.74285714285713,288.2,481.1,270.6,481.1
variants,NodePerformanceTest-glb,sax-default-fallback,materials_us,7,161303.14285714287,160921.7,169186.8,156395.7,169186.8
variants,NodePerformanceTest-glb,sax-default-fallback,meshes_us,7,83620.52857142857,83310.4,86130.5,82070.6,86130.5
variants,NodePerformanceTest-glb,sax-default-fallback,nodes_us,7,48056.15714285714,48107.6,49053.8,46396.6,49053.8
variants,NodePerformanceTest-glb,sax-default-fallback,samplers_us,7,5.142857142857142,4.8,6.1,4.5,6.1
variants,NodePerformanceTest-glb,sax-default-fallback,scenes_us,7,1046.5,1041.1,1092.1,1001.6,1092.1
variants,NodePerformanceTest-glb,sax-default-fallback,skins_us,7,0.8142857142857143,0.8,1.0,0.7,1.0
variants,NodePerformanceTest-glb,sax-default-fallback,textures_us,7,24058.257142857143,23680.5,26604.1,22849.1,26604.1
variants,NodePerformanceTest-glb,sax-default-fallback,typed_other_us,7,25.37142857142857,25.2,26.799999999999997,23.9,26.799999999999997
variants,NodePerformanceTest-glb,sax-default-fallback,serializer_dom_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,sax-default-fallback,serializer_text_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,sax-default-fallback,resource_write_us,7,0.0,0.0,0.0,0.0,0.0
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,total_load_us,10,2238428.7,2236187.7,2260927.4,2217089.7,2260927.4
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,file_open_us,10,357.94,346.7,461.2,307.4,461.2
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,json_chunk_us,10,14761.58,14490.349999999999,16946.3,14176.3,16946.3
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,strict_parse_us,10,492292.82,490456.25,510640.2,484089.8,510640.2
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,validation_dom_us,10,271514.47000000003,268076.95,304180.4,262052.5,304180.4
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,schema_compile_us,10,3202.44,3196.1,3404.7,3046.7,3404.7
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,schema_locate_us,10,956.89,940.3,1105.8,850.5000000000001,1105.8
variants,NodePerformanceTest-glb,sax-default-scalar-unique-fallback,schema_parse_us,10,905.52,887.0,1058.6000000000001,796.8999999999997,1058.6000000000001
