"implementation","source_commit","case_id","asset","format","operation","sample","order_seed","elapsed_us","input_bytes","output_directory","semantic_status"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","7","39207","2791503.1000000001","37986536","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-7\NodePerformanceTest-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","load","7","39207","1935004.6000000001","37986536","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","export","7","39207","257020.60000000001","42977928","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-7\ABeautifulGame-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","load","7","39207","8753.5","223376","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","roundtrip","7","39207","69429","8110040","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-7\Avocado-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","export","7","39207","2767.8000000000002","223376","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-7\SpecularTest-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","roundtrip","8","39208","351567","42977928","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\ABeautifulGame-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","load","8","39208","23671.400000000001","8110040","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","load","8","39208","7603.8999999999996","223376","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","export","8","39208","921614.59999999998","37986536","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\NodePerformanceTest-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","roundtrip","8","39208","69830.600000000006","8110040","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\Avocado-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","export","8","39208","3208.1999999999998","223376","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\SpecularTest-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","export","8","39208","47109.599999999999","8110040","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\Avocado-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","load","8","39208","1922844.8999999999","37986536","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","load","8","39208","35908.699999999997","12105252","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","roundtrip","8","39208","10943.5","223376","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\SpecularTest-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","export","8","39208","73747.699999999997","12105252","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\ABeautifulGame-draco-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","export","8","39208","253049.79999999999","42977928","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\ABeautifulGame-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","load","8","39208","82396.399999999994","42977928","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","8","39208","2863241.3999999999","37986536","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\NodePerformanceTest-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","roundtrip","8","39208","107880","12105252","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-8\ABeautifulGame-draco-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","load","9","39209","38408.599999999999","12105252","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","roundtrip","9","39209","360838","42977928","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\ABeautifulGame-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","roundtrip","9","39209","2848278.5","37986536","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\NodePerformanceTest-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","load","9","39209","24737.400000000001","8110040","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","export","9","39209","47836","8110040","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\Avocado-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","load","9","39209","8255.7999999999993","223376","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","roundtrip","9","39209","15265.799999999999","223376","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\SpecularTest-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","export","9","39209","253976","42977928","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\ABeautifulGame-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","export","9","39209","864732","37986536","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\NodePerformanceTest-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","export","9","39209","72232.899999999994","12105252","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\ABeautifulGame-draco-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-glb","ABeautifulGame","glb","load","9","39209","81995.100000000006","42977928","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","NodePerformanceTest-glb","NodePerformanceTest","glb","load","9","39209","1924166.2","37986536","","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","SpecularTest-glb","SpecularTest","glb","export","9","39209","2831.9000000000001","223376","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\SpecularTest-glb-export","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","Avocado-glb","Avocado","glb","roundtrip","9","39209","70547.699999999997","8110040","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\Avocado-glb-roundtrip","ok"
"clean-strongest-spike","15e30d85b320669527d49071be17847335a2f661","ABeautifulGame-draco-glb","ABeautifulGame","glb","roundtrip","9","39209","108736","12105252","E:\Base3D\glTF-SDK-T39-profile\Built\Int\t39-results\final\public-clean-spike\sample-9\ABeautifulGame-draco-glb-roundtrip","ok"
