"phase","cycle","order_seed","order_position","implementation","started_utc","completed_utc","duration_ms","peak_working_set_bytes","exit_code"
"measured","92","1092","1","nlohmann-2.0.0","2026-09-02T13:27:18.5513583Z","2026-09-02T13:27:19.1170441Z","565.686","42463232","0"
"measured","92","1092","2","rapidjson-1.9.5","2026-09-02T13:27:19.2888656Z","2026-09-02T13:27:19.8217303Z","532.865","42053632","0"
"measured","93","1093","1","rapidjson-1.9.5","2026-09-02T13:27:19.9969989Z","2026-09-02T13:27:20.5331822Z","536.183","42086400","0"
"measured","93","1093","2","nlohmann-2.0.0","2026-09-02T13:27:20.6975508Z","2026-09-02T13:27:21.2668038Z","569.253","42446848","0"
"measured","94","1094","1","nlohmann-2.0.0","2026-09-02T13:27:21.4563173Z","2026-09-02T13:27:22.0199585Z","563.641","42385408","0"
"measured","94","1094","2","rapidjson-1.9.5","2026-09-02T13:27:22.2030679Z","2026-09-02T13:27:22.7349285Z","531.861","42070016","0"
"measured","95","1095","1","rapidjson-1.9.5","2026-09-02T13:27:22.9216770Z","2026-09-02T13:27:23.4483024Z","526.625","42082304","0"
"measured","95","1095","2","nlohmann-2.0.0","2026-09-02T13:27:23.6221357Z","2026-09-02T13:27:24.2085130Z","586.377","42414080","0"
"measured","96","1096","1","nlohmann-2.0.0","2026-09-02T13:27:24.3729074Z","2026-09-02T13:27:24.9542731Z","581.366","43225088","0"
"measured","96","1096","2","rapidjson-1.9.5","2026-09-02T13:27:25.1241597Z","2026-09-02T13:27:25.6754931Z","551.333","42094592","0"
"measured","97","1097","1","rapidjson-1.9.5","2026-09-02T13:27:25.8505480Z","2026-09-02T13:27:26.3755148Z","524.967","42119168","0"
"measured","97","1097","2","nlohmann-2.0.0","2026-09-02T13:27:26.5506652Z","2026-09-02T13:27:27.1556062Z","604.941","42483712","0"
"measured","98","1098","1","nlohmann-2.0.0","2026-09-02T13:27:27.3350756Z","2026-09-02T13:27:27.9010287Z","565.953","42487808","0"
"measured","98","1098","2","rapidjson-1.9.5","2026-09-02T13:27:28.0673814Z","2026-09-02T13:27:28.6223479Z","554.966","42074112","0"
"measured","99","1099","1","rapidjson-1.9.5","2026-09-02T13:27:28.8010646Z","2026-09-02T13:27:29.3632240Z","562.159","42106880","0"
"measured","99","1099","2","nlohmann-2.0.0","2026-09-02T13:27:29.5840203Z","2026-09-02T13:27:30.1558102Z","571.79","42487808","0"
"measured","100","1100","1","nlohmann-2.0.0","2026-09-02T13:27:30.3410135Z","2026-09-02T13:27:30.9782262Z","637.213","42377216","0"
"measured","100","1100","2","rapidjson-1.9.5","2026-09-02T13:27:31.1534619Z","2026-09-02T13:27:31.7390487Z","585.587","42078208","0"
